property_id,location,property_type,size_sqft,num_bedrooms,num_bathrooms,floor_number,total_floors,age_years,furnishing,amenities,distance_to_metro_km,view_score,date_listed,price
858,Delhi NCR,Penthouse,2896,3,1,17,32,6,Fully Furnished,"lift,clubhouse,parking,pool,gym,garden",3.66,2,07-05-2022,58150000
859,Chennai,Apartment,898,5,3,7,32,29,Semi-Furnished,"pool,security",6.22,1,08-05-2022,12761000
860,Pune,Apartment,2621,4,4,22,18,7,Unfurnished,security,8.1,1,09-05-2022,29851000
861,Delhi NCR,Apartment,4309,1,1,29,8,0,Fully Furnished,"security,lift,garden,gym,clubhouse",4.78,1,10-05-2022,84141000
862,Hyderabad,Apartment,4841,1,4,12,35,21,Fully Furnished,"clubhouse,garden,security,gym,lift,pool",4.95,5,11-05-2022,48764000
863,Hyderabad,Penthouse,3364,3,1,23,21,7,Unfurnished,"pool,gym,lift",3.85,2,12-05-2022,35144000
864,Bangalore,Villa,2787,4,4,21,26,18,Unfurnished,"lift,security,clubhouse,garden,pool,parking,gym",1.7,5,13-05-2022,51479000
865,Pune,Apartment,1747,4,4,1,6,0,Fully Furnished,"lift,pool",0.68,1,14-05-2022,23510000
866,Pune,Apartment,4700,3,2,14,33,12,Fully Furnished,"parking,gym",8.99,5,15-05-2022,55068000
867,Bangalore,Apartment,2627,1,1,12,35,5,Semi-Furnished,clubhouse,6.17,5,16-05-2022,44407000
868,Bangalore,Apartment,3649,5,4,28,21,1,Unfurnished,"gym,clubhouse,pool",2.66,3,17-05-2022,59112000
869,Delhi NCR,Apartment,4445,2,1,19,22,5,Unfurnished,"gym,pool,lift,clubhouse",9.29,1,18-05-2022,89088000
870,Pune,Villa,2045,4,1,25,31,6,Unfurnished,"pool,clubhouse,gym,lift,garden,parking,security",3.79,5,19-05-2022,27424000
871,Chennai,Apartment,830,2,4,23,20,4,Unfurnished,"security,lift,clubhouse,garden",3.63,3,20-05-2022,12550000
872,Chennai,Apartment,4111,1,3,21,37,9,Fully Furnished,"clubhouse,lift,pool",5.79,2,21-05-2022,53202000
873,Mumbai,Apartment,3841,4,3,17,34,1,Semi-Furnished,"parking,gym,security,lift,pool,clubhouse",5.51,1,22-05-2022,105299000
874,Bangalore,Villa,633,4,1,13,11,29,Fully Furnished,pool,8.19,4,23-05-2022,12269000
875,Chennai,Apartment,2580,2,1,20,19,3,Semi-Furnished,"lift,garden,pool",6.97,2,24-05-2022,31986000
876,Hyderabad,Apartment,3883,3,2,7,10,21,Unfurnished,"lift,pool,clubhouse,gym,parking,garden",6.46,3,25-05-2022,45414000
877,Hyderabad,Apartment,1505,1,3,14,10,6,Semi-Furnished,"security,clubhouse,parking,gym,garden,lift",6.16,1,26-05-2022,19716000
878,Bangalore,Apartment,3472,3,1,25,33,18,Unfurnished,"security,clubhouse,lift",5.84,3,27-05-2022,59904000
879,Delhi NCR,Penthouse,1946,1,3,15,27,19,Semi-Furnished,"clubhouse,lift,security,pool,gym",1.58,5,28-05-2022,40251000
880,Hyderabad,Apartment,2177,3,2,12,22,4,Semi-Furnished,"security,clubhouse,parking",1.92,4,29-05-2022,23009000
881,Mumbai,Penthouse,2203,3,1,16,35,17,Unfurnished,"lift,parking",0.16,5,30-05-2022,57872000
882,Hyderabad,Studio,3815,3,2,10,24,22,Unfurnished,"garden,clubhouse,security",4.94,2,31-05-2022,43153000
883,Delhi NCR,Apartment,3739,5,3,9,11,6,Semi-Furnished,"gym,clubhouse,parking,lift,security",3.98,3,01-06-2022,74775000
884,Mumbai,Apartment,2761,2,3,22,31,3,Unfurnished,"garden,gym,lift",0.25,1,02-06-2022,77002000
885,Pune,Apartment,379,2,4,22,23,24,Unfurnished,"pool,lift,gym,clubhouse,parking",6.85,3,03-06-2022,4729000
886,Hyderabad,Apartment,2942,2,3,27,25,12,Fully Furnished,"parking,garden",7.4,3,04-06-2022,36750000
887,Hyderabad,Apartment,4733,1,3,15,6,14,Unfurnished,"security,garden,parking,clubhouse,gym,pool",9.24,4,05-06-2022,49296000
888,Chennai,Apartment,3501,1,4,18,5,28,Unfurnished,security,9.67,2,06-06-2022,45246000
889,Pune,Apartment,3380,1,3,5,32,10,Fully Furnished,"pool,lift,clubhouse,gym",5.18,2,07-06-2022,43328000
890,Bangalore,Apartment,1399,4,2,18,34,4,Fully Furnished,"pool,security,clubhouse,garden",7.28,1,08-06-2022,28906000
891,Bangalore,Apartment,492,5,2,15,11,4,Semi-Furnished,"gym,lift,garden,clubhouse",4.42,1,09-06-2022,13204000
892,Mumbai,Villa,1703,4,2,16,13,2,Semi-Furnished,"security,parking,pool,lift,garden,gym",8.81,1,10-06-2022,51630000
893,Hyderabad,Apartment,3161,2,1,16,22,29,Unfurnished,"gym,parking,security,garden,lift,clubhouse",0.31,1,11-06-2022,30420000
894,Hyderabad,Apartment,1742,3,1,12,31,25,Unfurnished,"pool,parking",5.34,5,12-06-2022,17760000
895,Delhi NCR,Penthouse,562,5,1,1,36,0,Unfurnished,"clubhouse,parking,pool,lift,gym,security,garden",5.26,1,13-06-2022,14920000
896,Hyderabad,Studio,516,4,2,6,16,20,Fully Furnished,"gym,parking,clubhouse,lift,security",3.72,5,14-06-2022,7713000
897,Chennai,Apartment,924,4,3,27,24,2,Unfurnished,"security,lift,gym,pool",4.18,4,15-06-2022,16848000
898,Bangalore,Studio,4756,4,3,5,12,5,Unfurnished,"garden,lift,parking,pool",8.51,5,16-06-2022,79464000
899,Hyderabad,Apartment,1281,4,3,10,33,28,Fully Furnished,parking,9.33,5,17-06-2022,17861000
900,Pune,Penthouse,3401,2,2,4,33,14,Fully Furnished,"pool,garden,security,gym,lift",7.73,4,18-06-2022,41162000
901,Bangalore,Apartment,1378,4,4,3,16,4,Fully Furnished,"security,parking,clubhouse,pool,gym,lift,garden",2.64,5,19-06-2022,29060000
902,Delhi NCR,Apartment,1298,1,2,20,27,28,Semi-Furnished,"lift,gym,garden",7.63,5,20-06-2022,27191000
903,Delhi NCR,Apartment,1359,4,4,5,8,6,Semi-Furnished,"parking,lift,gym,pool",1.32,2,21-06-2022,28840000
904,Pune,Apartment,1806,1,2,27,22,10,Semi-Furnished,"parking,clubhouse,garden,pool,lift,security",5.52,5,22-06-2022,25559000
905,Pune,Apartment,1634,3,3,28,20,1,Fully Furnished,"pool,garden,lift,parking,gym",4.86,2,23-06-2022,22699000
906,Delhi NCR,Apartment,3342,5,2,28,13,21,Unfurnished,"pool,security,lift,parking,garden,gym,clubhouse",6.56,2,24-06-2022,69111000
907,Mumbai,Villa,660,4,3,4,25,7,Semi-Furnished,"security,gym,clubhouse,pool,lift,parking,garden",7.21,5,25-06-2022,19799000
908,Mumbai,Apartment,1136,3,3,5,25,20,Fully Furnished,"lift,parking",6.28,5,26-06-2022,37159000
909,Chennai,Villa,3072,5,2,12,34,0,Unfurnished,clubhouse,4.63,3,27-06-2022,40954000
910,Chennai,Apartment,1048,4,3,3,10,15,Fully Furnished,"gym,lift,pool,clubhouse,security,parking",9.88,2,28-06-2022,17416000
911,Delhi NCR,Studio,1097,3,3,6,11,29,Semi-Furnished,"garden,gym,parking,security",6.6,4,29-06-2022,20800000
912,Chennai,Apartment,3001,1,2,8,6,19,Semi-Furnished,"security,gym,parking",2.8,1,30-06-2022,38402000
913,Mumbai,Penthouse,1790,4,1,16,5,11,Fully Furnished,"clubhouse,lift,garden,security,gym,parking",0.79,2,01-07-2022,47518000
914,Hyderabad,Studio,3313,3,4,29,12,16,Unfurnished,"gym,parking,pool",4.12,3,02-07-2022,38677000
915,Bangalore,Apartment,2744,3,3,11,8,8,Fully Furnished,"gym,pool,lift,parking,garden,clubhouse",6.18,2,03-07-2022,46585000
916,Bangalore,Apartment,1206,2,2,27,7,13,Fully Furnished,"lift,security",4.95,2,04-07-2022,20250000
917,Mumbai,Apartment,4649,4,3,26,22,20,Unfurnished,"security,garden,parking,gym",2.41,4,05-07-2022,128724000
918,Chennai,Apartment,2652,4,2,12,12,20,Semi-Furnished,"gym,parking,clubhouse",2.29,5,06-07-2022,34967000
919,Chennai,Studio,3462,3,4,11,9,5,Fully Furnished,"security,pool",8.89,1,07-07-2022,42239000
920,Delhi NCR,Apartment,4280,5,2,15,30,19,Fully Furnished,"clubhouse,security,parking,pool,garden",7.12,5,08-07-2022,88370000
921,Bangalore,Apartment,743,4,3,26,24,21,Unfurnished,"lift,pool,garden,parking,security,gym",9.72,3,09-07-2022,17823000
922,Hyderabad,Penthouse,1050,4,1,16,11,24,Fully Furnished,"security,lift,garden,pool,clubhouse,gym",2.54,1,10-07-2022,15952000
923,Hyderabad,Penthouse,2641,4,4,25,5,16,Semi-Furnished,"pool,parking,lift,clubhouse,gym,garden,security",8.92,5,11-07-2022,33123000
924,Delhi NCR,Villa,4847,2,4,17,35,7,Fully Furnished,pool,3.46,5,12-07-2022,95628000
925,Hyderabad,Apartment,3681,3,1,9,28,21,Semi-Furnished,"garden,lift",4.38,1,13-07-2022,38406000
926,Pune,Apartment,2449,1,4,7,14,10,Fully Furnished,"clubhouse,garden,lift,pool,gym,security",6.88,1,14-07-2022,28186000
927,Mumbai,Studio,3783,3,3,18,29,8,Semi-Furnished,"lift,pool,parking",6.68,1,15-07-2022,102218000
928,Bangalore,Apartment,1121,1,4,4,33,7,Fully Furnished,"lift,security",6,4,16-07-2022,18337000
929,Pune,Apartment,4636,2,1,5,32,7,Fully Furnished,"lift,parking,pool",0.95,3,17-07-2022,54997000
930,Chennai,Villa,2666,2,4,11,27,25,Fully Furnished,"security,clubhouse,lift,pool,gym",4.18,5,18-07-2022,38510000
931,Mumbai,Apartment,3553,4,4,24,39,10,Semi-Furnished,"pool,security,gym,clubhouse,lift,parking,garden",5.22,1,19-07-2022,98882000
932,Mumbai,Villa,3035,3,4,9,5,24,Semi-Furnished,"lift,gym,parking",3.63,4,20-07-2022,83197000
933,Hyderabad,Apartment,1745,1,2,19,11,15,Fully Furnished,"pool,gym,garden,parking",7.39,5,21-07-2022,17125000
934,Chennai,Apartment,2541,3,3,12,28,2,Semi-Furnished,"clubhouse,parking,pool,security,garden,gym,lift",9.93,5,22-07-2022,35506000
935,Pune,Apartment,4782,2,1,6,34,9,Fully Furnished,"lift,security,pool,parking,clubhouse",2.84,1,23-07-2022,53689000
936,Bangalore,Apartment,3065,5,3,8,12,14,Unfurnished,"security,lift,parking,clubhouse,pool,garden,gym",1.77,3,24-07-2022,53046000
937,Mumbai,Apartment,972,3,2,24,7,9,Unfurnished,"parking,security,lift",3.33,3,25-07-2022,27703000
938,Pune,Apartment,2871,2,4,5,37,14,Fully Furnished,"garden,parking,security",8.98,2,26-07-2022,33638000
939,Hyderabad,Apartment,2967,2,2,28,7,9,Fully Furnished,"pool,lift,clubhouse,garden,parking",5.3,3,27-07-2022,35329000
940,Chennai,Apartment,3328,5,1,26,23,12,Fully Furnished,"lift,garden,parking,gym",1.33,5,28-07-2022,46643000
941,Mumbai,Apartment,1358,5,1,19,33,5,Unfurnished,"gym,pool,parking,clubhouse,lift",3.99,4,29-07-2022,35550000
942,Pune,Villa,3701,1,3,12,38,8,Unfurnished,"security,lift,parking,garden",5.11,2,30-07-2022,42364000
943,Delhi NCR,Apartment,3723,4,4,5,11,19,Unfurnished,pool,7.04,1,31-07-2022,75497000
944,Mumbai,Apartment,1545,2,4,28,21,16,Fully Furnished,"parking,lift",8.35,3,01-08-2022,44469000
945,Mumbai,Apartment,2589,1,4,21,8,17,Unfurnished,"security,clubhouse,gym,lift,parking",5.9,2,02-08-2022,71826000
946,Mumbai,Apartment,1772,5,3,2,11,20,Semi-Furnished,"security,gym,pool,clubhouse",1.57,1,03-08-2022,49381000
947,Bangalore,Apartment,3709,3,1,15,12,8,Unfurnished,"security,pool,lift",6.49,5,04-08-2022,59438000
948,Hyderabad,Apartment,403,3,1,3,30,26,Semi-Furnished,"gym,parking,pool,clubhouse",3.85,3,05-08-2022,5523000
949,Pune,Apartment,803,4,3,23,34,3,Fully Furnished,"security,parking,gym,lift",6.02,3,06-08-2022,15557000
950,Chennai,Apartment,819,1,1,23,16,8,Fully Furnished,"pool,garden",5.38,2,07-08-2022,10765000
951,Pune,Apartment,4168,3,1,12,37,13,Unfurnished,"lift,gym",1.26,1,08-08-2022,45451000
952,Hyderabad,Apartment,3444,5,1,16,17,24,Fully Furnished,"pool,clubhouse,security",6.44,2,09-08-2022,44986000
953,Delhi NCR,Apartment,1748,1,3,15,27,22,Semi-Furnished,"garden,lift",6.59,4,10-08-2022,33353000
954,Pune,Apartment,407,2,4,5,24,8,Unfurnished,"lift,garden,parking,security,pool,clubhouse,gym",5.55,2,11-08-2022,8616000
955,Delhi NCR,Apartment,4594,5,2,3,29,3,Fully Furnished,"security,parking,garden",4.21,4,12-08-2022,90888000
956,Hyderabad,Villa,1946,1,4,16,11,1,Unfurnished,"pool,lift,parking,garden",2.23,5,13-08-2022,22009000
957,Mumbai,Penthouse,2543,5,2,4,24,2,Unfurnished,"pool,lift,parking,gym,garden,security",8.04,5,14-08-2022,70358000
958,Pune,Apartment,1560,5,3,29,11,13,Semi-Furnished,pool,4.5,3,15-08-2022,18553000
959,Bangalore,Apartment,511,5,2,1,12,27,Unfurnished,pool,1.55,3,16-08-2022,14227000
960,Bangalore,Apartment,1494,1,4,23,23,25,Unfurnished,"pool,clubhouse",7.9,4,17-08-2022,34495000
961,Mumbai,Apartment,4220,1,1,14,6,6,Unfurnished,"security,parking",7.38,4,18-08-2022,109997000
962,Chennai,Penthouse,1182,2,1,27,22,19,Semi-Furnished,"gym,lift,parking,garden,pool,clubhouse",8.78,3,19-08-2022,18073000
963,Mumbai,Villa,1060,3,1,3,26,0,Semi-Furnished,"parking,garden,clubhouse",4.28,3,20-08-2022,27416000
964,Hyderabad,Apartment,4802,4,4,12,16,14,Fully Furnished,"clubhouse,lift,parking,security",1.08,1,21-08-2022,56476000
965,Pune,Apartment,1032,1,1,24,34,2,Unfurnished,"security,pool,gym,clubhouse",8.12,2,22-08-2022,13724000
966,Bangalore,Apartment,3869,4,1,6,12,22,Semi-Furnished,"gym,lift,clubhouse,garden",2.59,3,23-08-2022,63264000
967,Delhi NCR,Apartment,3003,2,4,11,25,19,Fully Furnished,garden,9.88,5,24-08-2022,65059000
968,Hyderabad,Apartment,1984,4,2,8,8,9,Unfurnished,"clubhouse,gym,parking,security,pool,lift,garden",9.9,2,25-08-2022,18552000
969,Delhi NCR,Villa,4974,5,1,13,27,28,Unfurnished,"security,parking,clubhouse,lift",8.33,3,26-08-2022,95381000
970,Mumbai,Apartment,2063,4,2,4,12,9,Unfurnished,"garden,pool,lift,security,gym",5.45,3,27-08-2022,58540000
971,Bangalore,Apartment,2343,2,4,26,24,2,Unfurnished,"lift,gym,clubhouse,pool,parking,garden",3.74,2,28-08-2022,38006000
972,Hyderabad,Penthouse,3816,3,3,18,25,18,Unfurnished,"clubhouse,pool,garden,gym,security,lift,parking",3.12,1,29-08-2022,44707000
973,Mumbai,Apartment,3203,1,1,8,26,5,Unfurnished,"garden,parking",3.55,3,30-08-2022,79548000
974,Mumbai,Apartment,661,1,4,2,36,28,Unfurnished,"gym,clubhouse,parking,garden,security,lift",2.76,2,31-08-2022,19705000
975,Chennai,Apartment,3808,4,2,17,15,8,Fully Furnished,"garden,parking,gym,lift,clubhouse",2.55,3,01-09-2022,53718000
976,Bangalore,Apartment,4193,3,4,5,24,23,Unfurnished,"gym,lift,security",8.54,4,02-09-2022,70459000
977,Delhi NCR,Apartment,2219,4,2,13,31,29,Semi-Furnished,"security,garden",4.53,2,03-09-2022,44192000
978,Hyderabad,Villa,727,4,1,13,35,15,Unfurnished,"security,lift,garden,gym,pool",4.41,2,04-09-2022,15705000
979,Chennai,Villa,2887,3,2,19,11,24,Fully Furnished,"clubhouse,garden",5.87,3,05-09-2022,34951000
980,Pune,Villa,4665,5,4,17,23,10,Unfurnished,"lift,parking,garden,security",7.46,4,06-09-2022,55000000
981,Chennai,Villa,1828,4,4,14,7,12,Unfurnished,"parking,gym,garden,lift,security,clubhouse",1.06,1,07-09-2022,23292000
982,Delhi NCR,Apartment,2839,2,3,20,25,18,Fully Furnished,"gym,security,lift,garden",5.42,2,08-09-2022,53819000
983,Mumbai,Apartment,1817,3,3,21,37,25,Fully Furnished,"security,lift,pool",6.43,1,09-09-2022,54574000
984,Pune,Villa,4915,2,2,20,23,2,Unfurnished,"pool,clubhouse,garden,parking,security,gym",8.61,2,10-09-2022,56446000
985,Mumbai,Apartment,1505,3,4,7,38,21,Unfurnished,"garden,security,pool,clubhouse,parking",7.15,5,11-09-2022,46025000
986,Hyderabad,Villa,3129,3,3,19,8,23,Fully Furnished,"security,parking,garden",8.58,1,12-09-2022,31229000
987,Chennai,Apartment,1336,3,3,8,26,26,Fully Furnished,"clubhouse,garden,gym,lift",5.94,2,13-09-2022,19182000
988,Hyderabad,Apartment,1189,2,3,17,32,15,Fully Furnished,"pool,clubhouse",1.69,4,14-09-2022,18419000
989,Chennai,Apartment,4164,1,3,21,14,0,Fully Furnished,parking,1.39,2,15-09-2022,49925000
990,Hyderabad,Apartment,4815,5,1,9,23,12,Unfurnished,"security,pool,parking,garden,gym,clubhouse,lift",9.45,3,16-09-2022,49300000
991,Mumbai,Penthouse,1364,2,2,1,11,12,Unfurnished,"garden,parking,clubhouse",3.47,3,17-09-2022,39078000
992,Delhi NCR,Apartment,600,4,2,18,7,16,Fully Furnished,"pool,parking",4.65,3,18-09-2022,21016000
993,Pune,Villa,4607,2,4,8,11,25,Unfurnished,"parking,pool,gym",5.35,1,19-09-2022,55748000
994,Pune,Apartment,4213,1,1,17,34,25,Fully Furnished,"security,garden,pool,parking,gym,clubhouse,lift",8.4,2,20-09-2022,49622000
995,Pune,Apartment,2810,1,2,12,22,9,Unfurnished,"pool,lift,clubhouse,gym,garden",1.56,3,21-09-2022,34908000
996,Mumbai,Apartment,1842,4,1,3,9,2,Fully Furnished,"clubhouse,parking",7.98,5,22-09-2022,55135000
997,Hyderabad,Apartment,2844,3,1,12,24,12,Fully Furnished,"pool,garden",0.46,3,23-09-2022,30028000
998,Mumbai,Apartment,2580,5,4,7,25,5,Unfurnished,"clubhouse,garden,pool,security,parking",9.26,1,24-09-2022,71514000
999,Hyderabad,Apartment,3230,1,1,27,7,2,Fully Furnished,"parking,gym,garden,lift,pool,security,clubhouse",6.12,2,25-09-2022,38209000
1000,Hyderabad,Apartment,1342,5,3,13,9,14,Fully Furnished,"garden,parking,gym,security,lift,pool,clubhouse",8.18,2,26-09-2022,20424000
1001,Mumbai,Apartment,2352,1,2,12,34,25,Semi-Furnished,"parking,garden",9.68,3,27-09-2022,64268000
1002,Hyderabad,Villa,912,5,3,18,11,15,Unfurnished,"clubhouse,security,pool,parking,gym,garden,lift",1.68,3,28-09-2022,10717000
1003,Delhi NCR,Apartment,1305,4,1,19,34,21,Unfurnished,"clubhouse,parking,security,pool",3.89,2,29-09-2022,33862000
1004,Pune,Apartment,3515,5,3,1,33,19,Fully Furnished,"lift,clubhouse,parking,pool,security,gym",4.12,5,30-09-2022,44471000
1005,Hyderabad,Apartment,4637,3,3,12,30,20,Semi-Furnished,"garden,security,gym,clubhouse",8.1,3,01-10-2022,52952000
1006,Hyderabad,Penthouse,2114,1,3,29,7,12,Fully Furnished,"parking,clubhouse,gym,security,pool",7.49,3,02-10-2022,22813000
1007,Bangalore,Villa,4758,2,1,8,21,0,Fully Furnished,"garden,gym,security,parking,lift",4.32,3,03-10-2022,83357000
1008,Pune,Penthouse,2133,3,4,11,31,12,Semi-Furnished,"pool,parking,gym,lift,security,garden,clubhouse",2.13,2,04-10-2022,27272000
1009,Pune,Apartment,4276,4,2,26,20,2,Fully Furnished,pool,1.24,3,05-10-2022,52309000
1010,Chennai,Apartment,1367,5,4,10,26,16,Semi-Furnished,"garden,security,clubhouse,parking,pool,lift,gym",8.26,2,06-10-2022,20303000
1011,Bangalore,Apartment,625,3,2,7,32,0,Fully Furnished,"parking,gym,clubhouse",3.82,5,07-10-2022,8013000
1012,Pune,Villa,4835,2,1,21,23,23,Unfurnished,"lift,parking,pool,garden,security,gym,clubhouse",8.33,3,08-10-2022,55229000
1013,Bangalore,Villa,1484,5,1,10,33,17,Unfurnished,"gym,clubhouse,pool,parking",5.87,1,09-10-2022,30730000
1014,Pune,Apartment,4215,5,4,4,18,23,Fully Furnished,"garden,lift,gym,parking,clubhouse",4.34,5,10-10-2022,51159000
1015,Chennai,Apartment,940,4,3,21,25,9,Unfurnished,"parking,lift,garden,clubhouse,security",2.96,5,11-10-2022,15522000
1016,Mumbai,Apartment,4812,2,2,4,35,14,Fully Furnished,"gym,security,pool",7.83,4,12-10-2022,130082000
1017,Bangalore,Apartment,4157,4,1,13,31,8,Fully Furnished,lift,4.56,1,13-10-2022,70520000
1018,Bangalore,Apartment,3087,1,1,25,10,15,Fully Furnished,gym,2.72,2,14-10-2022,46367000
1019,Chennai,Apartment,4291,4,1,12,36,19,Semi-Furnished,"gym,lift",2.01,2,15-10-2022,54554000
1020,Hyderabad,Apartment,3529,4,3,26,39,21,Unfurnished,"garden,pool,lift,security,parking,clubhouse,gym",3.17,3,16-10-2022,41453000
1021,Mumbai,Apartment,3143,1,3,16,33,9,Fully Furnished,"lift,clubhouse,pool,parking,security,gym",7.11,5,17-10-2022,83302000
1022,Bangalore,Apartment,4276,5,2,18,12,3,Fully Furnished,"pool,lift",0.87,4,18-10-2022,74102000
1023,Mumbai,Penthouse,1896,1,3,25,6,16,Semi-Furnished,"gym,security,clubhouse,lift",3.6,5,19-10-2022,52280000
1024,Hyderabad,Apartment,1957,4,2,28,36,23,Fully Furnished,"pool,garden,clubhouse",3.64,4,20-10-2022,22133000
1025,Delhi NCR,Apartment,809,3,1,24,19,2,Unfurnished,"security,gym,lift",9.91,2,21-10-2022,13460000
1026,Hyderabad,Penthouse,2787,5,4,28,12,7,Unfurnished,"security,parking,clubhouse,pool",8.36,2,22-10-2022,32498000
1027,Chennai,Apartment,3436,4,3,22,38,5,Semi-Furnished,"gym,lift,clubhouse,parking,security,garden,pool",1.82,2,23-10-2022,44456000
1028,Hyderabad,Apartment,1989,5,3,12,35,12,Fully Furnished,"clubhouse,pool,security,gym,parking,garden",4.96,4,24-10-2022,25246000
1029,Pune,Penthouse,1261,5,4,7,16,20,Fully Furnished,"gym,parking,clubhouse",2.98,2,25-10-2022,20651000
1030,Hyderabad,Apartment,2391,3,3,27,14,16,Unfurnished,"security,garden,lift",6.61,2,26-10-2022,27127000
1031,Hyderabad,Apartment,1769,3,1,23,15,21,Semi-Furnished,"pool,clubhouse,garden",0.27,3,27-10-2022,20209000
1032,Bangalore,Apartment,4418,1,4,14,37,8,Unfurnished,"security,gym,lift,parking,clubhouse,garden",4.5,1,28-10-2022,69657000
1033,Chennai,Apartment,4971,3,1,15,39,2,Unfurnished,"gym,clubhouse,lift",6.41,3,29-10-2022,59081000
1034,Pune,Apartment,1077,5,3,27,39,15,Unfurnished,"parking,gym,clubhouse,security,lift",4.2,2,30-10-2022,14140000
1035,Mumbai,Apartment,782,1,1,28,7,18,Unfurnished,"garden,pool,security,clubhouse,lift",3.22,3,31-10-2022,23614000
1036,Chennai,Apartment,2211,4,1,19,27,13,Semi-Furnished,"parking,clubhouse,lift,gym,garden,pool,security",2.68,1,01-11-2022,28665000
1037,Delhi NCR,Apartment,4399,3,4,3,5,14,Unfurnished,"security,clubhouse,parking,pool,gym,garden",7.33,4,02-11-2022,85957000
1038,Pune,Villa,881,4,1,16,5,0,Fully Furnished,"security,pool,lift,clubhouse,garden,gym,parking",6.63,1,03-11-2022,14317000
1039,Pune,Villa,1914,4,4,21,19,18,Unfurnished,"gym,parking,lift",7.61,5,04-11-2022,23414000
1040,Bangalore,Penthouse,735,5,2,3,8,14,Unfurnished,"pool,lift,security,clubhouse,garden",3.36,5,05-11-2022,13344000
1041,Bangalore,Apartment,1001,2,4,10,12,11,Semi-Furnished,"security,clubhouse",5.63,2,06-11-2022,19048000
1042,Pune,Apartment,560,4,4,4,25,28,Fully Furnished,"gym,parking,clubhouse,pool",7.7,3,07-11-2022,11136000
1043,Mumbai,Apartment,1528,5,3,13,29,12,Fully Furnished,"pool,clubhouse",4.49,4,08-11-2022,41917000
1044,Mumbai,Apartment,4621,5,3,29,11,17,Unfurnished,"parking,garden",4.96,3,09-11-2022,126462000
1045,Mumbai,Apartment,4271,4,4,4,19,9,Unfurnished,"gym,security,garden,clubhouse",3.69,3,10-11-2022,118172000
1046,Delhi NCR,Apartment,4100,1,2,21,27,24,Semi-Furnished,"clubhouse,pool",5.67,2,11-11-2022,80679000
1047,Hyderabad,Apartment,4526,3,3,25,32,21,Semi-Furnished,"pool,lift,security,clubhouse,parking",4.35,4,12-11-2022,47419000
1048,Chennai,Apartment,1813,5,4,1,32,8,Unfurnished,"garden,clubhouse",5.16,2,13-11-2022,25706000
1049,Hyderabad,Villa,3062,5,1,13,16,15,Unfurnished,lift,1.66,5,14-11-2022,38087000
1050,Pune,Apartment,1585,5,2,16,19,19,Fully Furnished,"gym,parking,pool",2.3,1,15-11-2022,20529000
1051,Mumbai,Apartment,2076,5,3,9,30,20,Unfurnished,"clubhouse,lift,parking,security",8.39,2,16-11-2022,60000000
1052,Delhi NCR,Apartment,375,1,1,8,20,27,Semi-Furnished,"gym,security,clubhouse,pool",7.17,2,17-11-2022,12374000
1053,Mumbai,Penthouse,2953,5,4,8,20,13,Semi-Furnished,"parking,lift",2.04,3,18-11-2022,88220000
1054,Pune,Apartment,1508,4,3,24,28,0,Semi-Furnished,"gym,parking,pool,lift,clubhouse,security",6.88,4,19-11-2022,20158000
1055,Chennai,Apartment,1902,1,1,5,35,26,Unfurnished,"gym,parking,security",7.37,4,20-11-2022,25780000
1056,Pune,Apartment,2001,3,4,19,27,28,Semi-Furnished,"pool,garden,security,lift",7.92,3,21-11-2022,25712000
1057,Pune,Apartment,1923,1,1,2,8,9,Semi-Furnished,"parking,clubhouse",4.16,2,22-11-2022,24538000
1058,Mumbai,Villa,4486,2,1,17,24,15,Fully Furnished,garden,8.98,2,23-11-2022,119462000
1059,Mumbai,Apartment,1087,4,1,22,21,16,Unfurnished,clubhouse,7.16,3,24-11-2022,29570000
1060,Delhi NCR,Villa,2819,5,1,20,11,17,Fully Furnished,"clubhouse,gym,garden",5.64,3,25-11-2022,54782000
1061,Chennai,Apartment,3104,3,3,11,5,14,Semi-Furnished,gym,1.04,2,26-11-2022,42248000
1062,Bangalore,Villa,4076,5,4,17,20,10,Semi-Furnished,"gym,parking,clubhouse,security,garden,pool",0.11,3,27-11-2022,70998000
1063,Mumbai,Apartment,4524,4,1,2,31,14,Semi-Furnished,"garden,lift,gym,security",4.19,2,28-11-2022,119309000
1064,Bangalore,Villa,1472,3,2,26,19,16,Unfurnished,"clubhouse,parking,garden,gym,security,lift",1.1,1,29-11-2022,28071000
1065,Mumbai,Apartment,3823,5,4,28,20,17,Semi-Furnished,pool,3.33,5,30-11-2022,107047000
1066,Chennai,Studio,778,2,4,6,34,13,Fully Furnished,"clubhouse,pool,garden,gym,parking,lift",9.38,2,01-12-2022,10332000
1067,Delhi NCR,Apartment,1498,1,1,4,6,11,Unfurnished,"clubhouse,gym,security,lift,garden",1.84,4,02-12-2022,27199000
1068,Delhi NCR,Apartment,4720,5,3,17,24,11,Semi-Furnished,"garden,lift,gym,parking",0.46,5,03-12-2022,95578000
1069,Hyderabad,Apartment,3467,2,1,8,19,20,Semi-Furnished,"pool,security,garden,lift",3.1,4,04-12-2022,35298000
1070,Mumbai,Apartment,2286,5,4,15,36,21,Fully Furnished,"garden,gym,parking",8.36,1,05-12-2022,63142000
1071,Pune,Villa,4307,1,4,21,20,22,Semi-Furnished,"garden,security",1.19,3,06-12-2022,52733000
